Title,Domestic_Total_Gross,UK_Total_Gross,Actors,Country,British,Genre,Budget
Premonition,47852604,8115366,"Julian McMahon, Amber Valletta, Nia Long, Sandra Bullock",USA,0,Thriller,20000000
Priest,29136626,1491137,"Karl Urban, Cam Gigandet, Lily Collins, Maggie Q, Christopher Plummer, Paul Bettany, Stephen Moyer",USA,1,Action,60000000
Prime,22827153,5203312,"Meryl Streep, Uma Thurman",USA,0,Comedy,22000000
Prince of Persia: The Sands of Time,90759676,13514456,"Jake Gyllenhaal, Alfred Molina, Gemma Arterton, Ben Kingsley",USA,1,Adventure,200000000
Prisoners,61002302,11696672,"Viola Davis, Jake Gyllenhaal, Hugh Jackman, Maria Bello, Terrence Howard, Melissa Leo, Paul Dano",USA,0,Action,46000000
Project Almanac,22348241,1799878,"Jonny Weston, ""Sofia Black-DElia"", Sam Lerner, Allen Evangelista",USA,0,Sci-Fi,12000000
Project X,54731865,3513849,"Oliver Cooper, Miles Teller, Thomas Mann, Jonathan Daniel Brown",USA,0,Comedy,
Prom Night,43869350,2622305,"Kellan Lutz, Idris Elba","USA, Canada",1,Horror,20000000
Prometheus,126477084,39899425,"Charlize Theron, Michael Fassbender, Noomi Rapace, Idris Elba, Patrick Wilson*, Guy Pearce","USA, UK",1,Action,130000000
Proof,7535331,526668,"Anthony Hopkins, Gwyneth Paltrow, Jake Gyllenhaal",USA,1,Drama,20000000
Public Enemies,97104620,11334699,"Emilie de Ravin*, Giovanni Ribisi, Billy Crudup, Stephen Dorff, Christian Bale, Johnny Lang, Marion Cotillard, David Wenham, Carey Mulligan*, Rory Cochrane, Johnny Depp, Channing Tatum","USA, Japan",1,Drama,100000000
Pulse,20264436,731708,Kristen Bell,USA,0,Horror,20500000
Puss in Boots,149260504,24035077,", (Voice), Antonio Banderas,  , Salma Hayek ",USA,0,Animation,130000000
Quarantine,31691811,1542213,Joey King*,USA,0,Horror,12000000
R.I.P.D.,33618855,2244840,"Stephanie Szostak, Mary-Louise Parker, Kevin Bacon, Jeff Bridges, Ryan Reynolds",USA,0,Action,130000000
Rachel Getting Married,12796841,477379,"Bill Irwin, Rosemarie DeWitt, Anne Hathaway, Debra Winger",USA,0,Drama,
Racing Stripes,49772522,10830572,",  , Bruce Greenwood, Frankie Muniz, Michael Clarke Duncan*, (Voice), Steve Harvey , Mandy Moore, Hayden Panettiere, Snoop Dogg",USA,0,Adventure,
Raising Helen,37486512,894222,"Spencer Breslin, Joan Cusack, John Corbett, Kate Hudson, Abigail Breslin, Helen Mirren, Hayden Panettiere",USA,1,Comedy,
Rambo,42754105,6227445,"Julie Benz, Sylvester Stallone","USA, Germany",0,Action,50000000
Rango,123477607,2327609,",  , Harry Dean Stanton* , Ned Beatty* , (Voice), Abigail Breslin, Johnny Depp, Isla Fisher",USA,0,Animation,135000000
Ratatouille,206445654,48619933,"Brad Bird*, (Voice)",USA,0,Animation,150000000
Ray,75331600,4229297,"Terrence Howard*, Jamie Foxx",USA,0,Drama,40000000
Real Steel,85468508,7393432,"Kevin Durand, Hugh Jackman, Evangeline Lilly, Anthony Mackie, Dakota Goyo","USA, India",0,Action,
Red,90380162,10969022,"Karl Urban, Julian McMahon, Ernest Borgnine, Brian Cox, Bruce Willis, Helen Mirren, Richard Dreyfuss, Morgan Freeman, Mary-Louise Parker, John Malkovich",USA,1,Action,58000000
Red 2,53262560,4398563,"Brian Cox*, David Thewlis*, Bruce Willis, Helen Mirren, Catherine Zeta-Jones, Mary-Louise Parker, Neal McDonough*, Anthony Hopkins, John Malkovich","USA, France, Canada",1,Action,84000000
Red Eye,57891803,6460784,"Rachel McAdams, Cillian Murphy, Brian Cox",USA,1,Thriller,26000000
Red Riding Hood,37662162,4377364,"Gary Oldman, Virginia Madsen, Julie Christie, Amanda Seyfried, Shiloh Fernandez, Max Irons, Billy Burke, Lukas Haas","USA, Canada",1,Drama,42000000
Remember Me,19068240,5494638,"Robert Pattinson, Emilie de Ravin, Chris Cooper, Pierce Brosnan",USA,1,Romance,16000000
Rendition,9736045,5253314,"Jake Gyllenhaal, Meryl Streep, Reese Witherspoon, Alan Arkin, Peter Sarsgaard",USA,0,Thriller,
Reno 911!: Miami,20342161,553342,Nick Swardson*,USA,0,Comedy,10000000
Rescue Dawn,5490423,554373,"Steve Zahn, Christian Bale, Jeremy Davies","USA, Luxembourg",1,War,
Riddick,42025135,4476967,"Karl Urban, Katee Sackhoff, Vin Diesel","USA, UK",0,Fantasy,38000000
Ride Along,134938200,6931768,"Kevin Hart, Ice Cube, John Leguizamo",USA,0,Comedy,25000000
Right at Your Door,65018,1899350,"Mary McCormack, Rory Cochrane, Tony Perez, Scotty Noyd Jr.",USA,0,Thriller,
Righteous Kill,40081410,3629890,"Al Pacino, Melissa Leo*, John Leguizamo, 50 Cent, Brian Dennehy, Donnie Wahlberg, Carla Gugino, Robert DeNiro",USA,0,Thriller,60000000
Rio,143619809,21578418,",  , Tracy Morgan*, (Voice), Jesse Eisenberg, Wanda Sykes* , Jamie Foxx, Leslie Mann, Anne Hathaway, Rodrigo Santoro* ",USA,0,Animation,90000000
Rio 2,131538435,26342826,", (Voice), Jesse Eisenberg, George Lopez , Jemaine Clement, Jamie Foxx, Kristin Chenoweth , Leslie Mann, Anne Hathaway, Janelle Monae , Tracy Morgan",USA,0,Animation,103000000
Rise of the Guardians,103412758,19559694,"Hugh Jackman, Chris Pine, (Voice), Alec Baldwin, Jude Law, Isla Fisher",USA,1,Animation,145000000
Robin Hood,105269730,23179445,"Cate Blanchett, Danny Huston, William Hurt, Max von Sydow, Russell Crowe, Matthew MacFadyen, Mark Addy, Mark Strong","USA, UK",1,Adventure,200000000
RoboCop,58607007,13333956,"Gary Oldman, Michael Keaton, Samuel L. Jackson, Jay Baruchel, Joel Kinnaman, Jennifer Ehle, Jackie Earle Haley, Abbie Cornish",USA,1,Action,100000000
Robots,128200012,23436586,"Robin Williams, Halle Berry, Ewan McGregor, Stanley Tucci*, Greg Kinnear, (Voice), Jennifer Coolidge*, Jim Broadbent, Paul Giamatti*, Amanda Bynes",USA,1,Animation,75000000
Rock of Ages,38518613,4453274,"Tom Cruise, Catherine Zeta-Jones, Malin Akerman, Alec Baldwin, Diego Boneta, Russell Brand, Julianne Hough, Mary J. Blige, Paul Giamatti",USA,1,Drama,75000000
Rocky Balboa,70270943,17311121,"Milo Ventimiglia, Burt Young, Sylvester Stallone",USA,0,Drama,24000000
Ruby Sparks,2540106,1259703,"Steve Coogan*, Antonio Banderas, Annette Bening, Chris Messina, Elliott Gould, Zoe Kazan, Alia Shawkat*, Paul Dano",USA,0,Comedy,
Rumor Has It,43000262,4402147,"Mark Ruffalo, Kathy Bates*, Jennifer Aniston, Mena Suvari, Richard Jenkins, Kevin Costner, Mike Vogel, Shirley MacLaine",USA,0,Comedy,
Run All Night,26213520,3033411,"Boyd Holbrook, Joel Kinnaman, Ed Harris, Genesis Rodriguez, Liam Neeson, ""Vincent DOnofrio""",USA,1,Action,50000000
Runaway Jury,49443628,2775361,"Bruce Davison, Cliff Curtis, Rachel Weisz, Jeremy Piven, Bruce McGill, John Cusack, Dustin Hoffman, Gene Hackman",USA,1,Thriller,60000000
Runner Runner,19316646,4393445,"Justin Timberlake, Ben Affleck, Gemma Arterton, Anthony Mackie",USA,1,Thriller,30000000
Rush Hour 3,140125968,21214305,"Chris Tucker, Jackie Chan","USA, Germany",0,Action,140000000
S.W.A.T.,116934650,9731149,"Michelle Rodriguez, Samuel L. Jackson, Olivier Martinez, LL Cool J, Jeremy Renner, Colin Farrell, Colin Egglesfield*",USA,0,Action,80000000
Sabotage,10508518,844654,"Sam Worthington, Josh Holloway, Arnold Schwarzenegger, Joe Manganiello, Harold Perrineau, Olivia Williams, Malin Akerman, Terrence Howard",USA,1,Action,
Safe,17142080,2927441,Jason Statham,USA,0,Action,
Safe Haven,71349120,3567381,"Cobie Smulders, David Lyons, Josh Duhamel, Julianne Hough",USA,0,Romance,28000000
Safe House,126373434,11371424,"Brendan Gleeson, Denzel Washington, Vera Farmiga, Joel Kinnaman*, Sam Shepard*, Robert Patrick, Ryan Reynolds","USA, South Africa, Japan",0,Action,85000000
Salt,118311368,11321253,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor",USA,1,Action,110000000
Sanctum,23209310,3244219,"Rhys Wakefield, Richard Roxburgh, Ioan Gruffudd","USA, Australia",1,Thriller,30000000
Savages,47382068,1334028,"Taylor Kitsch, John Travolta, Salma Hayek, Blake Lively, Joel David Moore*, Aaron Johnson, Benicio Del Toro, Emile Hirsch, Uma Thurman",USA,0,Thriller,45000000
Saved!,8940582,285521,"Jena Malone, Patrick Fugit, Macaulay Culkin, Martin Donovan, Mandy Moore","USA, Canada",0,Comedy,5000000
Saving Mr. Banks,83301580,7101128,"Ruth Wilson, Rachel Griffiths, Tom Hanks, Colin Farrell, Bradley Whitford, Emma Thompson, Jason Schwartzman, Paul Giamatti","USA, UK, Australia",1,Drama,35000000
Saw,55185045,12313847,"Danny Glover, Cary Elwes","USA, Australia",1,Horror,1200000
Saw II,87039965,13701335,"Tobin Bell, Shawnee Smith, Donnie Wahlberg, Erik Knudsen","USA, Canada",0,Horror,4000000
Saw III,80238724,16759407,"Tobin Bell, Shawnee Smith, Angus Macfadyen, Bahar Soomekh","USA, Canada",0,Horror,10000000
Saw IV,63300095,12922917,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell","USA, Canada",0,Horror,
Saw V,56746769,10436769,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell","USA, Canada",0,Horror,10800000
Scary Movie 3,110003217,16607287,",  , Anna Faris, Leslie Nielsen, Simon Rex, Eddie Griffin* , Regina Hall, Anthony Anderson, Charlie Sheen, Kevin Hart","USA, Canada",0,Horror,48000000
Scary Movie 4,90710620,11037123,", Anna Faris, (Cameo), Leslie Nielsen, Simon Rex*, Bill Pullman*, Regina Hall, Anthony Anderson, James Earl Jones* , Craig Bierko, Charlie Sheen*",USA,0,Horror,45000000
Scary Movie 5,32015787,3824691,"Ashley Tisdale, Charlie Sheen, Lindsay Lohan",USA,0,Comedy,20000000
School for Scoundrels,17807569,1411719,"Luis Guzman, Billy Bob Thornton, Dan Fogler, Michael Clarke Duncan, Aziz Ansari*, Jon Heder, Ben Stiller, Jacinda Barrett",USA,0,Comedy,35000000
School of Rock,81261177,19218493,Jack Black,"USA, Germany",0,Comedy,35000000
Scooby-Doo 2: Monsters Unleashed,84216833,30200200,"Matthew Lillard, Sarah Michelle Gellar, Seth Green, Freddie Prinze, Jr., Alicia Silverstone","USA, Canada",0,Adventure,
Scott Pilgrim vs. the World,31524275,8445713,"Aubrey Plaza, Alison Pill, Ellen Wong, Anna Kendrick, Chris Evans, Kieran Culkin, Michael Cera, Mary Elizabeth Winstead, Brandon Routh*, Jason Schwartzman","USA, UK, Canada, Japan",0,Action,60000000
Scream 4,38180928,9099365,"Rory Culkin, Hayden Panettiere, Kristen Bell*, Adam Brody, Marley Shelton*, Mary McDonnell*, Anthony Anderson, Neve Campbell, Aimee Teegarden*, Anna Paquin*, Alison Brie, Courteney Cox, Emma Roberts, David Arquette",USA,0,Horror,40000000
Sea Monsters: A Prehistoric Adventure,23746066,360744,"Jerry Hoffman, Jennifer Aguilar, Michael Ashcraft, Michael Ashcroft",USA,0,IMAX,
Seabiscuit,120277854,5214289,"William H. Macy, Chris Cooper, Tobey Maguire, Jeff Bridges, Elizabeth Banks",USA,0,Drama,87000000
Season of the Witch,24827228,442904,"Claire Foy, Nicolas Cage, Stephen Graham, Christopher Lee, Ron Perlman",USA,1,Action,40000000
Secondhand Lions,42070939,1276949,"Michael Caine, Josh Lucas, Haley Joel Osment, Robert Duvall",USA,1,Adventure,30000000
Secret Window,48022900,4092418,"Johnny Depp, Maria Bello",USA,0,Thriller,40000000
Secretary,4059680,1385941,"James Spader, Maggie Gyllenhaal",USA,0,Romance,
Seeking Justice,411746,948244,"Nicolas Cage, January Jones, Guy Pearce",USA,0,Action,
Seeking a Friend for the End of the World,7078738,1324317,"Connie Britton, Rob Corddry, William L. Petersen*, Derek Luke, Adam Brody, Keira Knightley, Patton Oswalt, Steve Carell, Martin Sheen*, Melanie Lynskey","USA, Singapore, Malaysia, Indonesia",1,Comedy,10000000
Semi-Pro,33479698,4178812,"(Cameo), Will Ferrell, Woody Harrelson, Ed Helms*, Jackie Earle Haley, Andre Benjamin, Jason Sudeikis*, Kristen Wiig*",USA,0,Comedy,
Serenity,25514517,4840196,"Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin",USA,0,Adventure,39000000
Seven Pounds,69951824,8147094,"Rosario Dawson, Michael Ealy, Barry Pepper, Woody Harrelson, Will Smith",USA,0,Drama,55000000
Seventh Son,17223265,1200723,"Olivia Williams, Ben Barnes, Kit Harington, Djimon Hounsou, Jeff Bridges, Alicia Vikander, Julianne Moore","USA, UK, Canada, China",1,Fantasy,95000000
Sex Drive,8402485,2211079,"James Marsden, Clark Duke, Amanda Crew, Josh Zuckerman",USA,0,Comedy,19000000
Sex Tape,38543473,7146281,"Rob Lowe, Rob Corddry, Jason Segel, Cameron Diaz, Ellie Kemper",USA,0,Comedy,40000000
Sex and the City,152647258,52276151,"Jennifer Hudson, Kristin Davis, Sarah Jessica Parker, Cynthia Nixon, Chris Noth, Kim Cattrall",USA,1,Comedy,65000000
Sex and the City 2,95347692,33336058,"Penelope Cruz, John Corbett, Kristin Davis, Sarah Jessica Parker, Cynthia Nixon, Chris Noth, Kim Cattrall, Alice Eve",USA,1,Comedy,100000000
Shall We Dance,57890460,7592444,"Stanley Tucci, Richard Gere, Jennifer Lopez, Susan Sarandon",USA,0,Drama,50000000
Shanghai Knights,60476872,3606453,"Owen Wilson, Jackie Chan, Aaron Johnson","USA, Hong Kong",0,Comedy,50000000
Shark Night 3D,18877153,1456643,"Sara Paxton, Katherine McPhee, Donal Logue, Joel David Moore",USA,0,Horror,25000000
Shark Tale,160861908,41435801,"Angelina Jolie, Jack Black, Will Smith, (Voice), Renee Zellweger, Robert DeNiro",USA,0,Animation,75000000
Shattered Glass,2220008,337281,"Rosario Dawson, Hank Azaria, Steve Zahn, Hayden Christensen, Chloe Sevigny, Peter Sarsgaard","USA, Canada",0,Drama,
She's Out of My League,32010860,1300362,"Mike Vogel, Jay Baruchel, Alice Eve",USA,1,Comedy,20000000
She's the Man,33741133,8673300,"David Cross, Amanda Crew, Vinnie Jones, Amanda Bynes, Channing Tatum, Jessica Lucas","USA, Canada",1,Comedy,20000000
Sherlock Holmes,209028679,39795286,"Rachel McAdams, Eddie Marsan, Jude Law, Robert Downey, Jr., Mark Strong","USA, Germany",1,Adventure,90000000
Sherlock Holmes: A Game of Shadows,186848418,42159124,"Eddie Marsan*, Rachel McAdams, Jared Harris, Noomi Rapace, Stephen Fry, Jude Law, Robert Downey, Jr.",USA,1,Adventure,
Sherrybaby,199176,411576,Maggie Gyllenhaal,USA,0,Drama,
Shine a Light,5505267,1327400,"Mick Jagger, Keith Richards, Charlie Watts, Ron Wood",USA,0,Documentary,
Shoot 'Em Up,12807139,1890450,"Monica Bellucci, Clive Owen, Paul Giamatti",USA,1,Action,39000000
Shortbus,1985292,399162,"Sook-Yin Lee, Paul Dawson, Lindsay Beamish, PJ DeBoy",USA,0,Comedy,
Shrek 2,441226247,88273679,"Antonio Banderas, Cameron Diaz, (Voice), Mike Myers, Eddie Murphy, Julie Andrews*",USA,0,Animation,150000000
Shrek Forever After,238736787,51056068,",  , Antonio Banderas, Cameron Diaz, (Voice), Jon Hamm*, Mike Myers, John Cleese* , Jane Lynch* , Eddie Murphy",USA,0,Animation,165000000
Shrek the Third,322719944,78167259,",  , Antonio Banderas, Cameron Diaz, Amy Poehler* , Eric Idle* , (Voice), Cheri Oteri* , Amy Sedaris* , Mike Myers, John Cleese* , Eddie Murphy, Julie Andrews*",USA,0,Animation,160000000
Sicko,24540079,743485,"Michael Moore, Tucker Albrizzi, Tony Benn, George W. Bush",USA,0,Documentary,9000000
Side Effects,32172757,7595556,"Rooney Mara, Channing Tatum, Jude Law, Catherine Zeta-Jones",USA,1,Thriller,
Sideways,71503593,7092139,"Thomas Haden Church, Virginia Madsen, Paul Giamatti","USA, Hungary",0,Comedy,16000000
Silver City,1020656,303563,"Daryl Hannah, Kris Kristofferson, Danny Huston, Maria Bello, Richard Dreyfuss, Thora Birch, Chris Cooper, Tim Roth",USA,1,Comedy,
Silver Linings Playbook,132092958,8051650,"Chris Tucker, Julia Stiles, Bradley Cooper, Robert DeNiro, Jennifer Lawrence",USA,0,Comedy,21000000
Sin City,74103820,12899526,"Josh Hartnett, Clive Owen, Mickey Rourke, Michael Clarke Duncan, Brittany Murphy, Bruce Willis, Jessica Alba, Elijah Wood, Rutger Hauer",USA,1,Crime,40000000
Sinbad: Legend of the Seven Seas,26483452,4696088,"Brad Pitt, Michelle Pfeiffer, (Voice), Catherine Zeta-Jones",USA,0,Animation,60000000
Sinister,48086903,10603856,Ethan Hawke,"USA, Canada, UK",0,Horror,3000000
Sky Captain and the World of Tomorrow,37762677,2434817,"Angelina Jolie, Giovanni Ribisi, Gwyneth Paltrow, Jude Law","USA, UK, Italy",1,Adventure,70000000
Sky High,63946815,3772360,"Kurt Russell, Dustin Ingram*, Mary Elizabeth Winstead",USA,0,Adventure,35000000
Skyline,21393620,4318687,"Scottie Thompson, Crystal Reed, David Zayas, Brittany Daniel, Eric Balfour, Donald Faison",USA,0,Thriller,10000000
Sleuth,342895,732302,"Michael Caine, Jude Law","USA, UK",1,Thriller,
Smart People,9511289,400097,"Sarah Jessica Parker, Thomas Haden Church, Ellen Page, Dennis Quaid",USA,0,Comedy,
Snow White and the Huntsman,155332381,25247867,"Chris Hemsworth, Charlize Theron, Ray Winstone, Sam Claflin, Sam Spruell, Bob Hoskins, Ian McShane, Toby Jones, Eddie Marsan, Nick Frost, Kristen Stewart",USA,1,Adventure,170000000
Something Borrowed,39046489,3471553,"Colin Egglesfield, Kate Hudson, Steve Howey, John Krasinski, Ginnifer Goodwin",USA,0,Comedy,35000000
Something's Gotta Give,124728738,12638254,"Frances McDormand, Keanu Reeves, Jon Favreau, Amanda Peet, Jack Nicholson, Diane Keaton",USA,0,Comedy,80000000
Somewhere,1785645,744681,"Stephen Dorff, Michelle Monaghan, Elle Fanning","USA, UK, Italy, Japan",0,Comedy,7000000
Son of the Mask,17018422,6146012,"Kal Penn*, Alan Cumming, Jamie Kennedy","USA, Germany",1,Comedy,84000000
Sorority Row,11965282,321877,Jamie Chung,USA,0,Horror,12500000
Source Code,54712227,9933594,"Jake Gyllenhaal, Jeffrey Wright, Michelle Monaghan, Vera Farmiga","USA, Canada",0,Thriller,32000000
Space Chimps,30105968,7286700,"(Voice), Andy Samberg",USA,0,Animation,37000000
Spanglish,42726869,1054771,"Tea Leoni, Adam Sandler, Paz Vega, Thomas Haden Church*",USA,0,Comedy,80000000
Speed Racer,43945766,3240114,"Christina Ricci, Emile Hirsch, Matthew Fox, John Goodman, Susan Sarandon","USA, Australia, Germany",0,Action,120000000
Spider-Man 2,373585825,49702580,"Willem Dafoe*, James Franco, (Cameo), Kirsten Dunst, Alfred Molina, J.K. Simmons, Tobey Maguire, Elizabeth Banks*",USA,1,Action,200000000
Spider-Man 3,336530303,67049819,"Bryce Dallas Howard, Willem Dafoe*, James Franco, (Cameo), Topher Grace, Kirsten Dunst, Thomas Haden Church, Tobey Maguire, Elizabeth Banks*",USA,0,Action,258000000
Spring Breakers,14124284,1336958,"Selena Gomez, Vanessa Hudgens, James Franco, Rachel Korine, Ashley Benson",USA,0,Drama,5000000
Spy Kids: All the Time in the World,38538188,6889008,", Jessica Alba, Ricky Gervais , Antonio Banderas",USA,0,Adventure,27000000
St. Vincent,44137712,1226418,"Naomi Watts, Melissa McCarthy, Bill Murray, ""Chris ODowd"", Terrence Howard",USA,1,Comedy,
Star Trek Into Darkness,228778661,39356029,"Karl Urban, Chris Pine, Bruce Greenwood, Alice Eve, Simon Pegg, Peter Weller, Zachary Quinto, Anton Yelchin, Benedict Cumberbatch, John Cho, Zoe Saldana",USA,1,Adventure,190000000
Star Trek: Nemesis,43254409,7628023,"Tom Hardy, Patrick Stewart",USA,1,Adventure,60000000
Star Wars: Episode I - The Phantom Menace,43456382,8239408,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd",USA,1,Fantasy,
Star Wars: Episode III - Revenge of the Sith,380270577,72827146,"Hayden Christensen, Ewan McGregor, Samuel L. Jackson, Natalie Portman",USA,1,Fantasy,113000000
Star Wars: The Clone Wars,35161554,5510300,"Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker",USA,0,Animation,
Starsky and Hutch,88237754,22714898,"Vince Vaughn, Will Ferrell*, Owen Wilson, Ben Stiller, Jason Bateman, Snoop Dogg",USA,0,Action,60000000
Stay Alive,23086480,763551,Frankie Muniz,USA,0,Horror,
Stealth,32116746,2219485,"Josh Lucas, Jessica Biel, Jamie Foxx",USA,0,Action,135000000
Step Brothers,100468793,12553039,"Rob Riggle*, John C. Reilly, Will Ferrell, Adam Scott, Mary Steenburgen, Richard Jenkins, Seth Rogen*, (Cameo)",USA,0,Comedy,65000000
Step Up,65328121,8342350,"Jenna Dewan-Tatum, Channing Tatum, Rachel Griffiths",USA,0,Drama,12000000
Step Up 2 the Streets,58017783,20955124,"Briana Evigan, Robert Hoffman, Adam G. Sevani, Cassie Ventura",USA,0,Drama,
Step Up All In,14904384,2020045,Ryan Guzman,USA,0,Drama,
Step Up Revolution,35074677,4206880,"Ryan Guzman, Kathryn McCormick",USA,0,Drama,33000000
Still Alice,18562800,3482413,"Julianne Moore, Alec Baldwin, Kate Bosworth, Kristen Stewart","USA, France",0,Drama,5000000
Stolen,304318,490395,"Nicolas Cage, Josh Lucas, Danny Huston, Malin Akerman",USA,0,Action,
Stomp the Yard,61356221,881474,"Ne-Yo, Chris Brown",USA,0,Drama,13000000
Stranger Than Fiction,40660952,1918713,"Will Ferrell, Dustin Hoffman, Maggie Gyllenhaal, Emma Thompson, Queen Latifah",USA,1,Comedy,30000000
Street Kings,26418667,2738130,"Hugh Laurie, Keanu Reeves, Naomie Harris, Forest Whitaker, Chris Evans, Common, Cedric the Entertainer",USA,1,Drama,20000000
Strength and Honor,51933,366788,"Tomas Arana, Simon Atherton, Rosemary Burrows, Kathleen Coleman",USA,0,Drama,
Stuck on You,33832741,6441227,"Matt Damon, Greg Kinnear, Eva Mendes, Cher",USA,0,Comedy,
Sucker Punch,36392502,3823250,"Emily Browning, Vanessa Hudgens, Jena Malone, Jamie Chung, Carla Gugino, Oscar Isaac, Jon Hamm*, Scott Glenn, Abbie Cornish","USA, Canada",0,Action,82000000
Super Size Me,11536423,1995967,"Chemeeka Walker, Dania Abu-Rmaileh, Amanda Kearsan, Christian Baucher",USA,0,Documentary,65000
Superbad,121463226,13176927,"Christopher Mintz-Plasse, Clark Duke*, Emma Stone, Jonah Hill, Bill Hader, Michael Cera, Seth Rogen",USA,0,Comedy,20000000
Superhero Movie,25881068,5395572,"Kevin Hart, Tracy Morgan",USA,0,Comedy,
Superman Returns,200081192,30157106,"Frank Langella, Brandon Routh, Parker Posey, Kevin Spacey, Kal Penn, James Marsden, Kate Bosworth",USA,0,Action,270000000
Surf's Up,58867694,9196435,"James Woods , (Voice), Jeff Bridges, Jon Heder, Zooey Deschanel, Shia LaBeouf",USA,0,Animation,
Surrogates,38577772,4940897,"Ving Rhames, Boris Kodjoe, Bruce Willis, James Cromwell, Radha Mitchell, Rosamund Pike",USA,1,Action,80000000
Surveillance,27349,347592,"Caroline Aaron, Hugh Dillon, David Gane, Gill Gayle","USA, Germany, Canada",0,Thriller,
Surviving Christmas,11663156,408992,"Christina Applegate, Ben Affleck, James Gandolfini",USA,0,Comedy,
Sweeney Todd: The Demon Barber of Fleet Street,52898073,21747800,"Johnny Depp, Sacha Baron Cohen, Alan Rickman, Helena Bonham Carter","USA, UK",1,Drama,50000000
Sweet Home Alabama,127223418,8708667,"Dakota Fanning*, Josh Lucas, Reese Witherspoon",USA,0,Comedy,30000000
Syriana,50824620,7162144,"Matt Damon, Jeffrey Wright, Amanda Peet, Chris Cooper, George Clooney, Mark Strong","USA, United Arab Emirates",1,Drama,50000000
Take Shelter,1730296,293933,"Michael Shannon, Jessica Chastain",USA,0,Drama,5000000
Take the Lead,34742066,3973467,"Jenna Dewan-Tatum, Antonio Banderas, Alfre Woodard",USA,0,Drama,
Taking Lives,32682342,1669779,"Angelina Jolie, Paul Dano*, Ethan Hawke, Gena Rowlands, Kiefer Sutherland","USA, Australia",0,Thriller,45000000
Talladega Nights: The Ballad of Ricky Bobby,148213377,6272154,"Rob Riggle*, John C. Reilly, Will Ferrell, Michael Clarke Duncan, Sacha Baron Cohen, Jane Lynch, Gary Cole, Amy Adams",USA,1,Comedy,72500000
Tammy,84525432,2713949,"Nat Faxon, Ben Falcone*, Susan Sarandon, Kathy Bates, Dan Aykroyd, Allison Janney, Toni Collette, Melissa McCarthy, Gary Cole, Mark Duplass",USA,0,Comedy,20000000
Tangled,200821936,32871348,", (Voice), Zachary Levi, Mandy Moore, Jeffrey Tambor , Donna Murphy ",USA,0,Animation,260000000
Team America: World Police,32786074,9396077,"Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo","USA, Germany",0,Comedy,32000000
Tears of the Sun,43734876,1350756,"Monica Bellucci, Bruce Willis",USA,0,Action,75000000
Ted,218815487,48865529,"Patrick Stewart*, Giovanni Ribisi, (Voice), Joel McHale, Patrick Warburton*, Mila Kunis, Seth MacFarlane, Mark Wahlberg, (Narrator)",USA,0,Comedy,50000000
Teenage Mutant Ninja Turtles,191204754,21569311,"(Voice), Johnny Knoxville, William Fichtner, Will Arnett, Whoopi Goldberg, Megan Fox",USA,0,Action,125000000
Teeth,347578,945588,"Jess Weixler, John Hensley, Josh Pais, Hale Appleman",USA,0,Horror,
Tenacious D in: The Pick of Destiny,8334575,3926789,"Jack Black, (Cameo), Ben Stiller*","USA, Germany",0,Comedy,20000000
Terminator 3: Rise of the Machines,150371112,31289575,"Claire Danes, Kristanna Loken, Nick Stahl, Arnold Schwarzenegger","USA, Germany, UK",0,Action,200000000
Texas Chainsaw 3D,34341945,3125247,"Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood",USA,0,Horror,
Thank You for Smoking,24793509,2176400,"William H. Macy, Katie Holmes, Robert Duvall, Rob Lowe, Adam Brody, Maria Bello, Sam Elliott, Aaron Eckhart",USA,0,Comedy,6500000
That Awkward Moment,26068955,4584759,"Imogen Poots, Zac Efron, Miles Teller, Michael B. Jordan",USA,1,Comedy,8000000
That's My Boy,36931089,876442,"Adam Sandler, James Caan, Susan Sarandon, Andy Samberg, Milo Ventimiglia, Vanilla Ice, Leighton Meester",USA,0,Comedy,70000000
The 40-Year-Old Virgin,109449237,13526589,"Elizabeth Banks, Catherine Keener, Paul Rudd, Kat Dennings, Jane Lynch, Kevin Hart*, Steve Carell, Mindy Kaling*, Leslie Mann, Jonah Hill*, Seth Rogen",USA,0,Comedy,26000000
The A-Team,77222099,15281498,"Sharlto Copley, ""Quinton Rampage Jackson"", Patrick Wilson, Jessica Biel, Liam Neeson, Bradley Cooper",USA,1,Action,110000000
The Adjustment Bureau,62495645,8197549,"Emily Blunt, Matt Damon, John Slattery, Terence Stamp, Anthony Mackie",USA,1,Thriller,50200000
The Amazing Spider-Man,262030663,40286388,"Andrew Garfield, Campbell Scott*, Rhys Ifans, Irrfan Khan, Emma Stone, Sally Field, Denis Leary, Martin Sheen, Embeth Davidtz*",USA,1,Action,230000000
